
Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C)
1418.500000,6.7710E-008,1418.500000,-3.2580E-008,1418.500000,6.7710E004
1418.625000,5.8190E-008,1418.625000,-7.3230E-008,1418.625000,5.8190E004
1418.750000,7.0570E-008,1418.750000,-6.4640E-008,1418.750000,7.0570E004
1418.875000,9.2000E-008,1418.875000,-4.8340E-008,1418.875000,9.2000E004
1419.000000,1.3550E-008,1419.000000,-1.9440E-008,1419.000000,1.3550E004
1419.125000,3.8950E-008,1419.125000,-7.0930E-008,1419.125000,3.8950E004
1419.250000,7.9780E-008,1419.250000,-7.0550E-008,1419.250000,7.9780E004
1419.375000,4.0690E-008,1419.375000,-7.2590E-008,1419.375000,4.0690E004
1419.500000,9.0040E-008,1419.500000,-4.4230E-008,1419.500000,9.0040E004
1419.625000,9.3240E-008,1419.625000,-4.4680E-008,1419.625000,9.3240E004
1419.750000,7.5500E-008,1419.750000,-5.3130E-008,1419.750000,7.5500E004
1419.875000,4.7330E-008,1419.875000,-6.6710E-008,1419.875000,4.7330E004
1420.000000,8.1670E-008,1420.000000,-2.5620E-008,1420.000000,8.1670E004
1420.125000,7.7720E-008,1420.125000,-3.5660E-008,1420.125000,7.7720E004
1420.250000,1.1440E-007,1420.250000,-4.1540E-008,1420.250000,1.1440E005
1420.375000,6.0730E-008,1420.375000,-3.3010E-008,1420.375000,6.0730E004
1420.500000,9.5700E-008,1420.500000,-7.7240E-008,1420.500000,9.5700E004
1420.625000,8.8690E-008,1420.625000,-3.8930E-008,1420.625000,8.8690E004
1420.750000,6.3610E-008,1420.750000,-1.2270E-008,1420.750000,6.3610E004
1420.875000,1.0760E-007,1420.875000,-3.7040E-008,1420.875000,1.0760E005
1421.000000,8.7090E-008,1421.000000,-1.2800E-008,1421.000000,8.7090E004
1421.125000,7.6670E-008,1421.125000,-3.5320E-008,1421.125000,7.6670E004
1421.250000,8.5430E-008,1421.250000,4.6860E-009,1421.250000,1.8231E001
1421.375000,8.3830E-008,1421.375000,-3.0750E-008,1421.375000,8.3830E004
1421.500000,1.0880E-007,1421.500000,-5.8380E-008,1421.500000,1.0880E005
1421.625000,1.0720E-007,1421.625000,-5.0870E-008,1421.625000,1.0720E005
1421.750000,1.1090E-007,1421.750000,-8.0180E-008,1421.750000,1.1090E005
1421.875000,6.6020E-008,1421.875000,-1.1800E-008,1421.875000,6.6020E004
1422.000000,9.5190E-008,1422.000000,-2.3200E-008,1422.000000,9.5190E004
1422.125000,8.5220E-008,1422.125000,-3.3090E-008,1422.125000,8.5220E004
1422.250000,1.2420E-007,1422.250000,-2.7860E-008,1422.250000,1.2420E005
1422.375000,9.8060E-008,1422.375000,-9.3280E-009,1422.375000,9.8060E004
1422.500000,9.8510E-008,1422.500000,-1.9420E-008,1422.500000,9.8510E004
1422.625000,8.4120E-008,1422.625000,-8.2310E-009,1422.625000,8.4120E004
1422.750000,1.1420E-007,1422.750000,-4.0580E-008,1422.750000,1.1420E005
1422.875000,1.3400E-007,1422.875000,-2.3320E-008,1422.875000,1.3400E005
1423.000000,1.1530E-007,1423.000000,1.3500E-009,1423.000000,8.5407E001
1423.125000,9.7190E-008,1423.125000,4.4280E-010,1423.125000,2.1949E002
