
Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(J),Level(J)
1522.353500,1.6940E-004,1522.353500,2.8140E-007,1522.353500,4.8720E-007,1522.353500,6.0199E002
1522.370000,1.6920E-004,1522.370000,2.5550E-007,1522.370000,4.9050E-007,1522.370000,6.6223E002
1522.386500,1.6890E-004,1522.386500,2.5180E-007,1522.386500,5.4460E-007,1522.386500,6.7077E002
1522.403000,1.6880E-004,1522.403000,2.4180E-007,1522.403000,5.1760E-007,1522.403000,6.9810E002
1522.419500,1.6880E-004,1522.419500,2.7400E-007,1522.419500,5.4210E-007,1522.419500,6.1606E002
1522.436000,1.6870E-004,1522.436000,2.3060E-007,1522.436000,5.0050E-007,1522.436000,7.3157E002
1522.452500,1.6870E-004,1522.452500,2.3890E-007,1522.452500,5.0190E-007,1522.452500,7.0615E002
1522.469000,1.6910E-004,1522.469000,2.8000E-007,1522.469000,4.5000E-007,1522.469000,6.0393E002
1522.485500,1.6910E-004,1522.485500,2.4200E-007,1522.485500,4.5920E-007,1522.485500,6.9876E002
1522.502000,1.6940E-004,1522.502000,2.4530E-007,1522.502000,4.9000E-007,1522.502000,6.9058E002
1522.518500,1.6930E-004,1522.518500,2.7340E-007,1522.518500,4.9980E-007,1522.518500,6.1924E002
1522.535000,1.6980E-004,1522.535000,2.7020E-007,1522.535000,4.5370E-007,1522.535000,6.2842E002
1522.551500,1.6980E-004,1522.551500,2.5320E-007,1522.551500,5.3860E-007,1522.551500,6.7062E002
1522.568000,1.6980E-004,1522.568000,3.0800E-007,1522.568000,5.3900E-007,1522.568000,5.5130E002
1522.584500,1.6960E-004,1522.584500,2.4120E-007,1522.584500,5.2510E-007,1522.584500,7.0315E002
1522.601000,1.6940E-004,1522.601000,2.5490E-007,1522.601000,5.2330E-007,1522.601000,6.6457E002
1522.617500,1.6950E-004,1522.617500,2.9630E-007,1522.617500,4.9550E-007,1522.617500,5.7206E002
1522.634000,1.6960E-004,1522.634000,2.7350E-007,1522.634000,4.3390E-007,1522.634000,6.2011E002
1522.650500,1.6950E-004,1522.650500,2.5720E-007,1522.650500,4.2820E-007,1522.650500,6.5902E002
1522.667000,1.6940E-004,1522.667000,2.6490E-007,1522.667000,4.8020E-007,1522.667000,6.3949E002
1522.683500,1.6930E-004,1522.683500,2.7780E-007,1522.683500,5.2240E-007,1522.683500,6.0943E002
1522.700000,1.6960E-004,1522.700000,2.6660E-007,1522.700000,4.5020E-007,1522.700000,6.3616E002
1522.716500,1.6940E-004,1522.716500,2.7430E-007,1522.716500,5.1570E-007,1522.716500,6.1757E002
1522.733000,1.6940E-004,1522.733000,2.4720E-007,1522.733000,4.8290E-007,1522.733000,6.8528E002
1522.749500,1.6980E-004,1522.749500,2.8060E-007,1522.749500,4.7610E-007,1522.749500,6.0513E002
1522.766000,1.7010E-004,1522.766000,2.5230E-007,1522.766000,5.2690E-007,1522.766000,6.7420E002
1522.782500,1.7040E-004,1522.782500,2.5680E-007,1522.782500,5.1280E-007,1522.782500,6.6355E002
1522.799000,1.7020E-004,1522.799000,2.4920E-007,1522.799000,4.9390E-007,1522.799000,6.8299E002
1522.815500,1.7030E-004,1522.815500,2.8570E-007,1522.815500,5.3860E-007,1522.815500,5.9608E002
1522.832000,1.7020E-004,1522.832000,2.4470E-007,1522.832000,5.2630E-007,1522.832000,6.9555E002
1522.848500,1.7010E-004,1522.848500,2.7250E-007,1522.848500,4.8100E-007,1522.848500,6.2422E002
1522.865000,1.7000E-004,1522.865000,2.2620E-007,1522.865000,5.1650E-007,1522.865000,7.5155E002
1522.881500,1.7030E-004,1522.881500,2.5660E-007,1522.881500,5.1370E-007,1522.881500,6.6368E002
1522.898000,1.6990E-004,1522.898000,2.6020E-007,1522.898000,5.0140E-007,1522.898000,6.5296E002
1522.914500,1.6990E-004,1522.914500,2.5230E-007,1522.914500,4.7750E-007,1522.914500,6.7340E002
1522.931000,1.6980E-004,1522.931000,2.8700E-007,1522.931000,5.0450E-007,1522.931000,5.9164E002
1522.947500,1.6980E-004,1522.947500,2.4660E-007,1522.947500,5.4530E-007,1522.947500,6.8856E002
1522.964000,1.7000E-004,1522.964000,2.7310E-007,1522.964000,4.9450E-007,1522.964000,6.2248E002
1522.980500,1.7000E-004,1522.980500,2.6020E-007,1522.980500,5.1630E-007,1522.980500,6.5334E002
1522.997000,1.7010E-004,1522.997000,2.7630E-007,1522.997000,4.7000E-007,1522.997000,6.1564E002
1523.013500,1.7030E-004,1523.013500,2.6330E-007,1523.013500,5.6200E-007,1523.013500,6.4679E002
1523.030000,1.7050E-004,1523.030000,2.3350E-007,1523.030000,4.9920E-007,1523.030000,7.3019E002
1523.046500,1.7060E-004,1523.046500,2.5350E-007,1523.046500,4.2510E-007,1523.046500,6.7298E002
1523.063000,1.7100E-004,1523.063000,2.6020E-007,1523.063000,4.6610E-007,1523.063000,6.5719E002
1523.079500,1.7050E-004,1523.079500,2.4410E-007,1523.079500,5.2100E-007,1523.079500,6.9848E002
1523.096000,1.7070E-004,1523.096000,2.2320E-007,1523.096000,5.0870E-007,1523.096000,7.6478E002
1523.112500,1.7060E-004,1523.112500,2.9700E-007,1523.112500,5.2130E-007,1523.112500,5.7441E002
1523.129000,1.7060E-004,1523.129000,2.4990E-007,1523.129000,5.4070E-007,1523.129000,6.8267E002
1523.145500,1.7040E-004,1523.145500,2.5540E-007,1523.145500,4.2530E-007,1523.145500,6.6719E002
1523.162000,1.7050E-004,1523.162000,2.7740E-007,1523.162000,5.0650E-007,1523.162000,6.1464E002
1523.178500,1.7010E-004,1523.178500,2.1220E-007,1523.178500,5.2710E-007,1523.178500,8.0160E002
1523.195000,1.7020E-004,1523.195000,2.6460E-007,1523.195000,4.9120E-007,1523.195000,6.4324E002
1523.211500,1.7040E-004,1523.211500,2.5520E-007,1523.211500,5.4240E-007,1523.211500,6.6771E002
1523.228000,1.7040E-004,1523.228000,2.5290E-007,1523.228000,4.8060E-007,1523.228000,6.7378E002
1523.244500,1.7070E-004,1523.244500,2.2710E-007,1523.244500,4.7550E-007,1523.244500,7.5165E002
1523.261000,1.7050E-004,1523.261000,2.8660E-007,1523.261000,5.7520E-007,1523.261000,5.9491E002
1523.277500,1.7090E-004,1523.277500,2.6580E-007,1523.277500,5.5990E-007,1523.277500,6.4296E002
1523.294000,1.7090E-004,1523.294000,2.4640E-007,1523.294000,5.0810E-007,1523.294000,6.9359E002
1523.310500,1.7100E-004,1523.310500,2.7270E-007,1523.310500,4.8670E-007,1523.310500,6.2706E002
1523.327000,1.7100E-004,1523.327000,2.9990E-007,1523.327000,4.8440E-007,1523.327000,5.7019E002
1523.343500,1.7120E-004,1523.343500,2.6310E-007,1523.343500,5.7070E-007,1523.343500,6.5070E002
1523.360000,1.7100E-004,1523.360000,2.5380E-007,1523.360000,5.0140E-007,1523.360000,6.7376E002
1523.376500,1.7070E-004,1523.376500,2.6580E-007,1523.376500,4.6300E-007,1523.376500,6.4221E002
1523.393000,1.7040E-004,1523.393000,2.6620E-007,1523.393000,4.6570E-007,1523.393000,6.4012E002
1523.409500,1.7030E-004,1523.409500,3.0030E-007,1523.409500,5.3990E-007,1523.409500,5.6710E002
1523.426000,1.7010E-004,1523.426000,2.3930E-007,1523.426000,5.3050E-007,1523.426000,7.1082E002
1523.442500,1.7010E-004,1523.442500,2.6310E-007,1523.442500,5.0670E-007,1523.442500,6.4652E002
1523.459000,1.7050E-004,1523.459000,2.3580E-007,1523.459000,5.2540E-007,1523.459000,7.2307E002
1523.475500,1.7060E-004,1523.475500,2.4780E-007,1523.475500,5.1950E-007,1523.475500,6.8846E002
1523.492000,1.7050E-004,1523.492000,2.6950E-007,1523.492000,5.0160E-007,1523.492000,6.3265E002
1523.508500,1.7110E-004,1523.508500,3.0050E-007,1523.508500,4.3610E-007,1523.508500,5.6938E002
1523.525000,1.7110E-004,1523.525000,2.3640E-007,1523.525000,4.9080E-007,1523.525000,7.2377E002
1523.541500,1.7110E-004,1523.541500,2.8700E-007,1523.541500,4.6530E-007,1523.541500,5.9617E002
1523.558000,1.7110E-004,1523.558000,2.6440E-007,1523.558000,5.5090E-007,1523.558000,6.4713E002
1523.574500,1.7140E-004,1523.574500,2.3240E-007,1523.574500,4.9220E-007,1523.574500,7.3752E002
1523.591000,1.7130E-004,1523.591000,2.6890E-007,1523.591000,4.6080E-007,1523.591000,6.3704E002
1523.607500,1.7140E-004,1523.607500,2.5180E-007,1523.607500,5.5840E-007,1523.607500,6.8070E002
1523.624000,1.7140E-004,1523.624000,2.7180E-007,1523.624000,5.1030E-007,1523.624000,6.3061E002
1523.640500,1.7100E-004,1523.640500,2.8910E-007,1523.640500,5.2490E-007,1523.640500,5.9149E002
1523.657000,1.7070E-004,1523.657000,2.5200E-007,1523.657000,5.0900E-007,1523.657000,6.7738E002
1523.673500,1.7080E-004,1523.673500,2.6710E-007,1523.673500,5.1660E-007,1523.673500,6.3946E002
1523.690000,1.7120E-004,1523.690000,2.5610E-007,1523.690000,5.6840E-007,1523.690000,6.6849E002
1523.706500,1.7080E-004,1523.706500,2.6690E-007,1523.706500,5.7810E-007,1523.706500,6.3994E002
1523.723000,1.7110E-004,1523.723000,3.0720E-007,1523.723000,5.6940E-007,1523.723000,5.5697E002
1523.739500,1.7130E-004,1523.739500,3.0500E-007,1523.739500,5.0680E-007,1523.739500,5.6164E002
1523.756000,1.7140E-004,1523.756000,2.7580E-007,1523.756000,4.8270E-007,1523.756000,6.2146E002
1523.772500,1.7150E-004,1523.772500,2.4490E-007,1523.772500,4.8810E-007,1523.772500,7.0029E002
1523.789000,1.7180E-004,1523.789000,2.6810E-007,1523.789000,4.9910E-007,1523.789000,6.4081E002
1523.805500,1.7170E-004,1523.805500,2.3160E-007,1523.805500,5.4170E-007,1523.805500,7.4136E002
1523.822000,1.7150E-004,1523.822000,2.7950E-007,1523.822000,5.3940E-007,1523.822000,6.1360E002
1523.838500,1.7200E-004,1523.838500,2.6280E-007,1523.838500,5.1840E-007,1523.838500,6.5449E002
1523.855000,1.7210E-004,1523.855000,2.5340E-007,1523.855000,5.1520E-007,1523.855000,6.7916E002
1523.871500,1.7160E-004,1523.871500,2.4340E-007,1523.871500,5.0010E-007,1523.871500,7.0501E002
1523.888000,1.7160E-004,1523.888000,2.9700E-007,1523.888000,5.4570E-007,1523.888000,5.7778E002
1523.904500,1.7140E-004,1523.904500,2.4080E-007,1523.904500,5.0480E-007,1523.904500,7.1179E002
1523.921000,1.7130E-004,1523.921000,2.6990E-007,1523.921000,5.4960E-007,1523.921000,6.3468E002
1523.937500,1.7160E-004,1523.937500,2.4410E-007,1523.937500,4.2360E-007,1523.937500,7.0299E002
1523.954000,1.7130E-004,1523.954000,2.8970E-007,1523.954000,5.0640E-007,1523.954000,5.9130E002
1523.970500,1.7170E-004,1523.970500,2.6850E-007,1523.970500,5.1110E-007,1523.970500,6.3948E002
1523.987000,1.7130E-004,1523.987000,2.6670E-007,1523.987000,5.1820E-007,1523.987000,6.4229E002
1524.003500,1.7190E-004,1524.003500,2.6300E-007,1524.003500,5.0010E-007,1524.003500,6.5361E002
1524.020000,1.7230E-004,1524.020000,2.5770E-007,1524.020000,5.4310E-007,1524.020000,6.6861E002
1524.036500,1.7210E-004,1524.036500,2.6610E-007,1524.036500,5.3310E-007,1524.036500,6.4675E002
1524.053000,1.7210E-004,1524.053000,2.6440E-007,1524.053000,4.9740E-007,1524.053000,6.5091E002
1524.069500,1.7240E-004,1524.069500,2.6260E-007,1524.069500,4.6030E-007,1524.069500,6.5651E002
1524.086000,1.7240E-004,1524.086000,2.5380E-007,1524.086000,5.1480E-007,1524.086000,6.7928E002
1524.102500,1.7250E-004,1524.102500,2.4510E-007,1524.102500,5.5610E-007,1524.102500,7.0379E002
1524.119000,1.7220E-004,1524.119000,2.8090E-007,1524.119000,4.6970E-007,1524.119000,6.1303E002
1524.135500,1.7220E-004,1524.135500,2.4820E-007,1524.135500,5.0610E-007,1524.135500,6.9380E002
1524.152000,1.7190E-004,1524.152000,2.3310E-007,1524.152000,4.9800E-007,1524.152000,7.3745E002
1524.168500,1.7210E-004,1524.168500,2.6180E-007,1524.168500,5.5580E-007,1524.168500,6.5737E002
1524.185000,1.7200E-004,1524.185000,2.5170E-007,1524.185000,5.2140E-007,1524.185000,6.8335E002
1524.201500,1.7200E-004,1524.201500,2.7200E-007,1524.201500,4.6800E-007,1524.201500,6.3235E002
1524.218000,1.7200E-004,1524.218000,2.5090E-007,1524.218000,5.0630E-007,1524.218000,6.8553E002
1524.234500,1.7180E-004,1524.234500,2.3010E-007,1524.234500,4.6620E-007,1524.234500,7.4663E002
1524.251000,1.7210E-004,1524.251000,2.3230E-007,1524.251000,4.3730E-007,1524.251000,7.4085E002
1524.267500,1.7210E-004,1524.267500,2.7510E-007,1524.267500,5.2630E-007,1524.267500,6.2559E002
1524.284000,1.7230E-004,1524.284000,2.7140E-007,1524.284000,5.4280E-007,1524.284000,6.3486E002
1524.300500,1.7290E-004,1524.300500,2.5150E-007,1524.300500,5.0880E-007,1524.300500,6.8748E002
1524.317000,1.7240E-004,1524.317000,2.6270E-007,1524.317000,4.8940E-007,1524.317000,6.5626E002
1524.333500,1.7280E-004,1524.333500,2.7310E-007,1524.333500,5.5580E-007,1524.333500,6.3274E002
1524.350000,1.7280E-004,1524.350000,2.2740E-007,1524.350000,6.1250E-007,1524.350000,7.5989E002
1524.366500,1.7260E-004,1524.366500,2.5980E-007,1524.366500,4.7700E-007,1524.366500,6.6436E002
1524.383000,1.7300E-004,1524.383000,2.6650E-007,1524.383000,4.9410E-007,1524.383000,6.4916E002
1524.399500,1.7240E-004,1524.399500,2.9080E-007,1524.399500,5.5300E-007,1524.399500,5.9285E002
1524.416000,1.7210E-004,1524.416000,2.7670E-007,1524.416000,5.0490E-007,1524.416000,6.2197E002
1524.432500,1.7240E-004,1524.432500,2.6180E-007,1524.432500,5.5480E-007,1524.432500,6.5852E002
1524.449000,1.7220E-004,1524.449000,2.2360E-007,1524.449000,5.0740E-007,1524.449000,7.7013E002
1524.465500,1.7230E-004,1524.465500,2.6730E-007,1524.465500,5.2200E-007,1524.465500,6.4459E002
1524.482000,1.7230E-004,1524.482000,2.8590E-007,1524.482000,4.5760E-007,1524.482000,6.0266E002
1524.498500,1.7210E-004,1524.498500,2.6470E-007,1524.498500,4.4680E-007,1524.498500,6.5017E002
1524.515000,1.7210E-004,1524.515000,2.6120E-007,1524.515000,5.2200E-007,1524.515000,6.5888E002
1524.531500,1.7250E-004,1524.531500,2.7630E-007,1524.531500,5.1140E-007,1524.531500,6.2432E002
1524.548000,1.7290E-004,1524.548000,2.7060E-007,1524.548000,4.7230E-007,1524.548000,6.3895E002
1524.564500,1.7270E-004,1524.564500,2.5770E-007,1524.564500,5.4640E-007,1524.564500,6.7016E002
1524.581000,1.7270E-004,1524.581000,2.3490E-007,1524.581000,5.2010E-007,1524.581000,7.3521E002
1524.597500,1.7250E-004,1524.597500,2.7790E-007,1524.597500,4.9820E-007,1524.597500,6.2073E002
1524.614000,1.7300E-004,1524.614000,2.6650E-007,1524.614000,5.3170E-007,1524.614000,6.4916E002
1524.630500,1.7280E-004,1524.630500,2.9440E-007,1524.630500,5.3880E-007,1524.630500,5.8696E002
1524.647000,1.7300E-004,1524.647000,2.5890E-007,1524.647000,5.0070E-007,1524.647000,6.6821E002
1524.663500,1.7260E-004,1524.663500,2.6440E-007,1524.663500,5.1640E-007,1524.663500,6.5280E002
1524.680000,1.7240E-004,1524.680000,2.6280E-007,1524.680000,5.6250E-007,1524.680000,6.5601E002
1524.696500,1.7230E-004,1524.696500,2.4550E-007,1524.696500,5.2560E-007,1524.696500,7.0183E002
1524.713000,1.7230E-004,1524.713000,2.9070E-007,1524.713000,5.3720E-007,1524.713000,5.9271E002
1524.729500,1.7260E-004,1524.729500,2.6380E-007,1524.729500,5.3210E-007,1524.729500,6.5428E002
1524.746000,1.7240E-004,1524.746000,2.3450E-007,1524.746000,4.9740E-007,1524.746000,7.3518E002
1524.762500,1.7250E-004,1524.762500,2.6340E-007,1524.762500,5.1600E-007,1524.762500,6.5490E002
1524.779000,1.7290E-004,1524.779000,2.5260E-007,1524.779000,5.1840E-007,1524.779000,6.8448E002
1524.795500,1.7270E-004,1524.795500,2.9090E-007,1524.795500,4.4870E-007,1524.795500,5.9367E002
1524.812000,1.7310E-004,1524.812000,2.6630E-007,1524.812000,4.7170E-007,1524.812000,6.5002E002
1524.828500,1.7320E-004,1524.828500,3.0700E-007,1524.828500,5.1290E-007,1524.828500,5.6417E002
1524.845000,1.7330E-004,1524.845000,2.4140E-007,1524.845000,4.6950E-007,1524.845000,7.1790E002
1524.861500,1.7310E-004,1524.861500,2.7240E-007,1524.861500,5.5120E-007,1524.861500,6.3546E002
1524.878000,1.7300E-004,1524.878000,2.6380E-007,1524.878000,5.2680E-007,1524.878000,6.5580E002
1524.894500,1.7330E-004,1524.894500,2.5300E-007,1524.894500,4.7600E-007,1524.894500,6.8498E002
1524.911000,1.7310E-004,1524.911000,2.4610E-007,1524.911000,5.2800E-007,1524.911000,7.0337E002
1524.927500,1.7330E-004,1524.927500,2.7580E-007,1524.927500,5.4630E-007,1524.927500,6.2835E002
1524.944000,1.7300E-004,1524.944000,2.3430E-007,1524.944000,4.8870E-007,1524.944000,7.3837E002
1524.960500,1.7270E-004,1524.960500,2.9910E-007,1524.960500,4.9360E-007,1524.960500,5.7740E002
1524.977000,1.7310E-004,1524.977000,2.8320E-007,1524.977000,5.3780E-007,1524.977000,6.1123E002
1524.993500,1.7280E-004,1524.993500,2.5530E-007,1524.993500,5.4390E-007,1524.993500,6.7685E002
1525.010000,1.7300E-004,1525.010000,2.8770E-007,1525.010000,5.2210E-007,1525.010000,6.0132E002
1525.026500,1.7320E-004,1525.026500,2.7340E-007,1525.026500,5.3110E-007,1525.026500,6.3350E002
1525.043000,1.7300E-004,1525.043000,2.6930E-007,1525.043000,5.4270E-007,1525.043000,6.4241E002
1525.059500,1.7320E-004,1525.059500,2.6140E-007,1525.059500,5.3720E-007,1525.059500,6.6259E002
1525.076000,1.7360E-004,1525.076000,2.6120E-007,1525.076000,4.8580E-007,1525.076000,6.6462E002
1525.092500,1.7370E-004,1525.092500,2.6250E-007,1525.092500,5.6520E-007,1525.092500,6.6171E002
1525.109000,1.7350E-004,1525.109000,2.6890E-007,1525.109000,4.7460E-007,1525.109000,6.4522E002
1525.125500,1.7370E-004,1525.125500,2.2890E-007,1525.125500,5.2200E-007,1525.125500,7.5885E002
1525.142000,1.7390E-004,1525.142000,2.7440E-007,1525.142000,5.2180E-007,1525.142000,6.3375E002
1525.158500,1.7340E-004,1525.158500,2.6480E-007,1525.158500,5.1830E-007,1525.158500,6.5483E002
1525.175000,1.7350E-004,1525.175000,2.6440E-007,1525.175000,5.3890E-007,1525.175000,6.5620E002
1525.191500,1.7330E-004,1525.191500,3.1150E-007,1525.191500,5.7210E-007,1525.191500,5.5634E002
1525.208000,1.7300E-004,1525.208000,2.8270E-007,1525.208000,5.6420E-007,1525.208000,6.1196E002
1525.224500,1.7310E-004,1525.224500,2.4010E-007,1525.224500,5.2180E-007,1525.224500,7.2095E002
1525.241000,1.7300E-004,1525.241000,2.6910E-007,1525.241000,4.8360E-007,1525.241000,6.4288E002
1525.257500,1.7330E-004,1525.257500,2.7350E-007,1525.257500,5.5130E-007,1525.257500,6.3364E002
1525.274000,1.7350E-004,1525.274000,2.7910E-007,1525.274000,5.2340E-007,1525.274000,6.2164E002
1525.290500,1.7400E-004,1525.290500,2.8910E-007,1525.290500,5.2660E-007,1525.290500,6.0187E002
1525.307000,1.7400E-004,1525.307000,2.5300E-007,1525.307000,5.2690E-007,1525.307000,6.8775E002
1525.323500,1.7390E-004,1525.323500,3.0990E-007,1525.323500,5.4730E-007,1525.323500,5.6115E002
1525.340000,1.7420E-004,1525.340000,2.9030E-007,1525.340000,5.5210E-007,1525.340000,6.0007E002
1525.356500,1.7420E-004,1525.356500,2.7210E-007,1525.356500,5.2280E-007,1525.356500,6.4021E002
1525.373000,1.7420E-004,1525.373000,2.7070E-007,1525.373000,5.4620E-007,1525.373000,6.4352E002
1525.389500,1.7400E-004,1525.389500,2.7950E-007,1525.389500,5.2400E-007,1525.389500,6.2254E002
1525.406000,1.7400E-004,1525.406000,2.8540E-007,1525.406000,5.2360E-007,1525.406000,6.0967E002
1525.422500,1.7360E-004,1525.422500,3.1740E-007,1525.422500,4.7630E-007,1525.422500,5.4694E002
1525.439000,1.7340E-004,1525.439000,2.8500E-007,1525.439000,5.3170E-007,1525.439000,6.0842E002
1525.455500,1.7370E-004,1525.455500,2.6540E-007,1525.455500,4.5360E-007,1525.455500,6.5448E002
1525.472000,1.7340E-004,1525.472000,3.1010E-007,1525.472000,4.5770E-007,1525.472000,5.5917E002
1525.488500,1.7380E-004,1525.488500,2.7090E-007,1525.488500,5.5520E-007,1525.488500,6.4157E002
1525.505000,1.7380E-004,1525.505000,2.7350E-007,1525.505000,5.7560E-007,1525.505000,6.3547E002
1525.521500,1.7380E-004,1525.521500,3.0270E-007,1525.521500,5.3280E-007,1525.521500,5.7417E002
1525.538000,1.7380E-004,1525.538000,2.4850E-007,1525.538000,5.4680E-007,1525.538000,6.9940E002
1525.554500,1.7400E-004,1525.554500,2.6580E-007,1525.554500,5.0050E-007,1525.554500,6.5463E002
1525.571000,1.7440E-004,1525.571000,2.5560E-007,1525.571000,5.1770E-007,1525.571000,6.8232E002
1525.587500,1.7420E-004,1525.587500,2.8350E-007,1525.587500,5.5990E-007,1525.587500,6.1446E002
1525.604000,1.7450E-004,1525.604000,2.5190E-007,1525.604000,5.5790E-007,1525.604000,6.9274E002
1525.620500,1.7430E-004,1525.620500,2.8680E-007,1525.620500,4.9670E-007,1525.620500,6.0774E002
1525.637000,1.7430E-004,1525.637000,2.8020E-007,1525.637000,6.1430E-007,1525.637000,6.2206E002
1525.653500,1.7430E-004,1525.653500,2.9450E-007,1525.653500,5.4370E-007,1525.653500,5.9185E002
1525.670000,1.7390E-004,1525.670000,3.2470E-007,1525.670000,5.0770E-007,1525.670000,5.3557E002
1525.686500,1.7410E-004,1525.686500,2.9630E-007,1525.686500,4.9160E-007,1525.686500,5.8758E002
1525.703000,1.7390E-004,1525.703000,2.6590E-007,1525.703000,5.8670E-007,1525.703000,6.5401E002
1525.719500,1.7380E-004,1525.719500,2.7840E-007,1525.719500,4.4750E-007,1525.719500,6.2428E002
1525.736000,1.7380E-004,1525.736000,2.6250E-007,1525.736000,5.2260E-007,1525.736000,6.6210E002
1525.752500,1.7410E-004,1525.752500,2.6120E-007,1525.752500,5.2020E-007,1525.752500,6.6654E002
1525.769000,1.7390E-004,1525.769000,2.6330E-007,1525.769000,5.4530E-007,1525.769000,6.6046E002
1525.785500,1.7410E-004,1525.785500,2.7430E-007,1525.785500,4.8690E-007,1525.785500,6.3471E002
1525.802000,1.7390E-004,1525.802000,2.7250E-007,1525.802000,5.5820E-007,1525.802000,6.3817E002
1525.818500,1.7470E-004,1525.818500,2.6210E-007,1525.818500,5.5630E-007,1525.818500,6.6654E002
1525.835000,1.7440E-004,1525.835000,2.7960E-007,1525.835000,5.0080E-007,1525.835000,6.2375E002
1525.851500,1.7470E-004,1525.851500,2.6980E-007,1525.851500,5.1350E-007,1525.851500,6.4752E002
1525.868000,1.7490E-004,1525.868000,2.7590E-007,1525.868000,4.7390E-007,1525.868000,6.3393E002
1525.884500,1.7470E-004,1525.884500,2.4840E-007,1525.884500,5.8020E-007,1525.884500,7.0330E002
1525.901000,1.7490E-004,1525.901000,2.7000E-007,1525.901000,5.1180E-007,1525.901000,6.4778E002
1525.917500,1.7480E-004,1525.917500,2.7820E-007,1525.917500,4.9120E-007,1525.917500,6.2832E002
1525.934000,1.7450E-004,1525.934000,2.7080E-007,1525.934000,5.4450E-007,1525.934000,6.4439E002
1525.950500,1.7440E-004,1525.950500,2.8630E-007,1525.950500,4.9670E-007,1525.950500,6.0915E002
1525.967000,1.7420E-004,1525.967000,2.6350E-007,1525.967000,5.6510E-007,1525.967000,6.6110E002
1525.983500,1.7430E-004,1525.983500,2.7250E-007,1525.983500,5.0040E-007,1525.983500,6.3963E002
1526.000000,1.7420E-004,1526.000000,2.7330E-007,1526.000000,5.0880E-007,1526.000000,6.3739E002
1526.016500,1.7450E-004,1526.016500,2.6350E-007,1526.016500,5.2120E-007,1526.016500,6.6224E002
1526.033000,1.7430E-004,1526.033000,2.3680E-007,1526.033000,5.4220E-007,1526.033000,7.3606E002
1526.049500,1.7490E-004,1526.049500,2.6080E-007,1526.049500,5.2880E-007,1526.049500,6.7063E002
1526.066000,1.7490E-004,1526.066000,2.6660E-007,1526.066000,5.4770E-007,1526.066000,6.5604E002
1526.082500,1.7480E-004,1526.082500,2.6780E-007,1526.082500,5.0630E-007,1526.082500,6.5273E002
1526.099000,1.7490E-004,1526.099000,2.7740E-007,1526.099000,5.7200E-007,1526.099000,6.3050E002
1526.115500,1.7510E-004,1526.115500,2.8470E-007,1526.115500,5.1530E-007,1526.115500,6.1503E002
1526.132000,1.7530E-004,1526.132000,2.9830E-007,1526.132000,5.7580E-007,1526.132000,5.8766E002
1526.148500,1.7500E-004,1526.148500,2.7730E-007,1526.148500,4.8660E-007,1526.148500,6.3109E002
1526.165000,1.7530E-004,1526.165000,2.5750E-007,1526.165000,5.6500E-007,1526.165000,6.8078E002
1526.181500,1.7490E-004,1526.181500,2.9220E-007,1526.181500,5.6250E-007,1526.181500,5.9856E002
1526.198000,1.7520E-004,1526.198000,2.7960E-007,1526.198000,5.8110E-007,1526.198000,6.2661E002
1526.214500,1.7500E-004,1526.214500,2.6440E-007,1526.214500,5.5210E-007,1526.214500,6.6188E002
1526.231000,1.7450E-004,1526.231000,2.6690E-007,1526.231000,5.5400E-007,1526.231000,6.5380E002
1526.247500,1.7470E-004,1526.247500,2.6100E-007,1526.247500,5.2840E-007,1526.247500,6.6935E002
1526.264000,1.7440E-004,1526.264000,2.6870E-007,1526.264000,4.7980E-007,1526.264000,6.4905E002
1526.280500,1.7480E-004,1526.280500,2.7440E-007,1526.280500,4.9150E-007,1526.280500,6.3703E002
1526.297000,1.7510E-004,1526.297000,2.9260E-007,1526.297000,5.5210E-007,1526.297000,5.9843E002
1526.313500,1.7490E-004,1526.313500,2.4240E-007,1526.313500,5.3460E-007,1526.313500,7.2153E002
1526.330000,1.7500E-004,1526.330000,2.9410E-007,1526.330000,5.6720E-007,1526.330000,5.9504E002
1526.346500,1.7530E-004,1526.346500,2.9200E-007,1526.346500,5.5600E-007,1526.346500,6.0034E002
1526.363000,1.7540E-004,1526.363000,2.8300E-007,1526.363000,5.1250E-007,1526.363000,6.1979E002
1526.379500,1.7560E-004,1526.379500,2.8980E-007,1526.379500,5.5780E-007,1526.379500,6.0594E002
1526.396000,1.7560E-004,1526.396000,2.7530E-007,1526.396000,5.0840E-007,1526.396000,6.3785E002
1526.412500,1.7560E-004,1526.412500,2.1970E-007,1526.412500,5.5520E-007,1526.412500,7.9927E002
1526.429000,1.7530E-004,1526.429000,2.7670E-007,1526.429000,5.4350E-007,1526.429000,6.3354E002
1526.445500,1.7550E-004,1526.445500,2.7400E-007,1526.445500,5.6110E-007,1526.445500,6.4051E002
1526.462000,1.7530E-004,1526.462000,2.7670E-007,1526.462000,5.6760E-007,1526.462000,6.3354E002
1526.478500,1.7470E-004,1526.478500,2.7510E-007,1526.478500,5.6890E-007,1526.478500,6.3504E002
1526.495000,1.7490E-004,1526.495000,2.8550E-007,1526.495000,5.1600E-007,1526.495000,6.1261E002
1526.511500,1.7490E-004,1526.511500,2.4480E-007,1526.511500,5.4930E-007,1526.511500,7.1446E002
